GISS Record,Record,Species name,Country,State / Province,1.1.GISS - Impacts on plants or vegetation - Impact description,Plants_score,Plants_Confidence_level,"1.2.GISS - Impacts on animals through predation, parasitism, or intoxication - Impact description",Animals_score,Animals_Confidence_level,1.3.GISS - Impacts on other species through competition - Impact description,Competition_score,Competition_Confidence_level,1.4.GISS - Impacts on ecosystems - Impact description,Ecosystems_score,Ecosystems_Confidence_level,1.5.GISS -  Impacts through transmission of diseases or parasites to native species - Impact description,Diseases_score,Diseases_Confidence_level,1.6.GISS - Impacts through hybridization - Impact description,Hybridization_score,Hybridization_Confidence_level,2.1.Impacts on agricultural production,Crops_score,Crops_Confidence_level,2.2.Impacts on animal production,Animal.production_score,Animal.production_Confidence_level,2.3.Impacts on forestry production,Forestry_score,Forestry_Confidence_level,2.4.Impacts on human infrastructure and administration,Infrastructure_score,Infrastructure_Confidence_level,2.5.Impacts on human health,Health_score,Health_Confidence_level,Health_type,2.6.Impacts on human social life,Social_score,Social_Confidence_level,GISS - environment,GISS - socioeconomic,GISS- TOTAL Impact,Comments,Methodology queries,Reference Code,Year,Full Reference
1183,633,Solenopsis invicta,China,South China,,,,,,,"We describe the ecological impacts of S. invicta on various habitats in South China, including arthropod community structure disruption and decreases in diversity and abundance of native ant species. S. invicta can replace the role of native ants in mutualisms between ants and honeydew-producing Hemiptera, which results in loss of important food resources for native ants and natural enemies of hemipterans. Further research is required to assess the complex ecosystem-level impacts of S. invicta in introduced areas..... S. invicta has negatively impacted the structure and diversity of native ant communities across different regions of China including Taiwan, Guangdong, and Fujian provinces (Tsai et al. 2009; Song et al. 2010; Wu et al. 2010; Zhang 2010; Qi et al. 2015). For example, ant species richness was reduced by 33 and 46% as a result of S. invicta invasion in Beiliu, Guangxi, and Shenzhen, Guangdong, respectively (Shen et al. 2007; Wu et al. 2008). Fewer ant species were observed across habitats in S. invicta-infested plots compared to S. invicta-free plots (Table 1) (Shen et al. 2007; Wu et al. 2008, 2010; Song et al. 2010).",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,REVIEW (Wang et al_2019),Wang et al_2019,2019,"Based on information in paper: Wu B, Lu Y, Liang G W, Zeng L. 2010. Influence of the red imported fire ant, Solenopsis invicta Buren (Hymenoptera: Formicidae) on the diversity of ant communities in a newly infested longan orchard and grass areas nearby. Acta Ecologica Sinica, 30, 2075–2083. (in Chinese)  Reported in: Wang L, Xu Y juan, Zeng L, Lu Y yue. 2019. Impact of the red imported fire ant Solenopsis invicta Buren on biodiversity in South China: A review. Journal of Integrative Agriculture 18: 788–796."
1184,634,Solenopsis invicta,China,South China,,,,,,,"We describe the ecological impacts of S. invicta on various habitats in South China, including arthropod community structure disruption and decreases in diversity and abundance of native ant species. S. invicta can replace the role of native ants in mutualisms between ants and honeydew-producing Hemiptera, which results in loss of important food resources for native ants and natural enemies of hemipterans. Further research is required to assess the complex ecosystem-level impacts of S. invicta in introduced areas..... S. invicta has negatively impacted the structure and diversity of native ant communities across different regions of China including Taiwan, Guangdong, and Fujian provinces (Tsai et al. 2009; Song et al. 2010; Wu et al. 2010; Zhang 2010; Qi et al. 2015). For example, ant species richness was reduced by 33 and 46% as a result of S. invicta invasion in Beiliu, Guangxi, and Shenzhen, Guangdong, respectively (Shen et al. 2007; Wu et al. 2008). Fewer ant species were observed across habitats in S. invicta-infested plots compared to S. invicta-free plots (Table 1) (Shen et al. 2007; Wu et al. 2008, 2010; Song et al. 2010).",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,REVIEW (Wang et al_2019),Wang et al_2019,2019,"Based on information in paper: Wu B, Lu Y, Zeng L, Liang G. 2008. Influences of Solenopsis invicta Buren invasion on the native ant communities in different habitats in Guangdong. Chinese Journal of Applied Ecology, 19, 151–156. (in Chinese) Reported in: Wang L, Xu Y juan, Zeng L, Lu Y yue. 2019. Impact of the red imported fire ant Solenopsis invicta Buren on biodiversity in South China: A review. Journal of Integrative Agriculture 18: 788–796."
1185,635,Solenopsis invicta,China,South China,,,,,,,"We describe the ecological impacts of S. invicta on various habitats in South China, including arthropod community structure disruption and decreases in diversity and abundance of native ant species. S. invicta can replace the role of native ants in mutualisms between ants and honeydew-producing Hemiptera, which results in loss of important food resources for native ants and natural enemies of hemipterans. Further research is required to assess the complex ecosystem-level impacts of S. invicta in introduced areas..... S. invicta has negatively impacted the structure and diversity of native ant communities across different regions of China including Taiwan, Guangdong, and Fujian provinces (Tsai et al. 2009; Song et al. 2010; Wu et al. 2010; Zhang 2010; Qi et al. 2015). For example, ant species richness was reduced by 33 and 46% as a result of S. invicta invasion in Beiliu, Guangxi, and Shenzhen, Guangdong, respectively (Shen et al. 2007; Wu et al. 2008). Fewer ant species were observed across habitats in S. invicta-infested plots compared to S. invicta-free plots (Table 1) (Shen et al. 2007; Wu et al. 2008, 2010; Song et al. 2010).",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,REVIEW (Wang et al_2019),Wang et al_2019,2019,"Based on information in paper: Zhang X. 2010. Invasion of the red imported fire ant (Solenopsis invicta Buren) and its effects on the diversity of indigenous ants. MSc thesis, Fujian Agriculture and Forestry University, Fuzhou. (in Chinese)  Reported in: Wang L, Xu Y juan, Zeng L, Lu Y yue. 2019. Impact of the red imported fire ant Solenopsis invicta Buren on biodiversity in South China: A review. Journal of Integrative Agriculture 18: 788–796."
1189,639,Solenopsis invicta,,,,,,,,,"Invasive species displace native species and potentially alter the structure and function of ecological communities. In this study, we compared the generic composition of intact and invaded ant communities from 12 published studies and found that invasive ant species alter the phylogenetic structure of native ant communities. Intact ant communities were phylogenetically evenly dispersed, suggesting that competition structures communities. However, in the presence of an invasive ant species, these same communities were phylo- genetically clustered. Phylogenetic clustering in invaded communities suggests that invasive species may act as strong environmental filters and prune the phylogenetic tree of native species in a nonrandom manner, such that only a few closely related taxa can persist in the face of a biological invasion. Taxa that were displaced by invasive ant species were evenly dispersed in the phylogeny, suggesting that diversity losses from invasive ant species are not clustered in particular lineages. Collectively, these results suggest that there is strong phylogenetic structuring in intact native ant communities, but the spread of invasive species disassembles those communities above and beyond the effect of simple reductions in diversity..... We compiled data on the composition of ant communities by searching Web of Science and Google Scholar using the key words ants, invasive, invasion, community, richness, diversity, and structure on 30 November 2007. From this search we selected studies that (1) explicitly compared invaded and un-invaded (i.e., ‘‘intact’’) communities, and (2) used standardized, quantitative sampling methods (Longino and Colwell 1997) to quantify ant community structure in both the invaded and intact sites. Only 12 studies met those criteria (Appendix A).",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,REVIEW,Lessard et al_2009,2009,"Lessard J-P, Fordyce JA, Gotelli NJ, Sanders NJ. 2009. Invasive ants alter the phylogenetic structure of ant communities. Ecology 90: 2664–2669."
1192,642,Solenopsis invicta,United States,Texas,,,,"Reduced abundance and diversity, eat fruit",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,REVIEW (Holway et al_2002),Vinson_1991,1991,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
1194,644,Solenopsis invicta,China,South China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,REVIEW (Wang et al_2019),Wang et al_2019,2019,"Wang L, Xu Y juan, Zeng L, Lu Y yue. 2019. Impact of the red imported fire ant Solenopsis invicta Buren on biodiversity in South China: A review. Journal of Integrative Agriculture 18: 788–796."
1195,645,Solenopsis invicta,China,South China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,REVIEW (Wang et al_2019),Wang et al_2019,2019,"Based on information in paper: Qi G, Huang Y, Cen Y, Lv L. 2015. Effects of the red imported fire ant, Solenopsis invicta Buren, on the structure and diversity of the ant community in a human disturbed area. Chinese Journal of Applied Entomology, 52, 1368–1375. (in Chinese)  Reported in: Wang L, Xu Y juan, Zeng L, Lu Y yue. 2019. Impact of the red imported fire ant Solenopsis invicta Buren on biodiversity in South China: A review. Journal of Integrative Agriculture 18: 788–796."
1230,680,Solenopsis invicta,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,REVIEW (Lach & Thomas_2008) Australian studies that associate the presence of invasive ants with lower abundance and/or species richness of non-invasive ants,Natrass & Vanderwoude_2001,2001,"Reported in: Lach L, Thomas ML. 2008. Invasive ants in Australia: Documented and potential ecological consequences. Australian Journal of Entomology 47: 275–288."
475,339.1,Monomorium pharaonis,Malaysia,Penang,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The present report summarizes the preliminary findings on the species composition of household ants on Penang Island, Malaysia.... The pharaoh ant, Monomorium pharaonis was the most dominant species (41.9%). followed by the odorous house ant, Tapinoma sessille (21.2%) and the crazy ant, Paratrechina longicornis (16.6%). This concurs well with the status of pharaoh ants as the most important nuisance ant globally.""",2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Yap and Lee_1994,1994,"Yap HH, Lee CY. 1994. A preliminary study on the species composition of household ants on Penang Island, Malaysia. Journal of Bioscience 5(1 & 2): 64-66"
1057,507,Solenopsis papuana,United States,,,,,"This small species is both aggressive and polygynous; it can invade undisturbed wet forests (Reimer 1994). Gillespie & Reimer (1992) suggested that this species may have a negative impact on native Tetragnatha spiders. However, our survey data suggest that this species has relatively little or no impact on crickets; on the island of Hawaii (the Olaa Flume) hundreds of Laupala were found, along with a large S. papuana population which lived at the fringe of the Laupala population. Several other sites also had large Laupala populations in areas where S. papuana was found.",0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,LaPolla et al_2000,2000,"LaPolla JS, Otte D, Spearman LA. 2000. Assessment of the effects of ants on Hawaiian crickets. Orthopterists’ Society 9: 139–148."
1079,529,Solenopsis papuana,United States,O?ahu,,,,"Since 2006, 14 species of flies within the large, showy Hawaiian picture-winged Drosophila group have been added to the US threatened and endangered species list. Many of these species are thought to be limited by host plant rarity, but also by predation on immature stages by invasive ants. We tested the latter hypothesis with a field experiment involving Drosophila crucigera, a more common surrogate for sympatric endangered species, and the invasive ant Solenopsis papuana, on the island of O?ahu. We established ant suppression and control plots across three forest sites. Within each plot we placed a host plant branch piece, into which lab-reared flies had oviposited, and subsequently tracked weekly emergence of adults. Numbers of flies that emerged were 2.4 times higher in ant-suppressed plots than in control plots; this 58% reduction in survival from egg to adult in the presence of ants was similar across all three sites. Among plots, numbers of emerged flies exhibited a pattern suggesting that the detrimental effect of ants is density dependent.... Higher numbers of flies emerged in the ant-suppressed plots compared to the control plots at all three sites, even at Pahole where fewer flies emerged overall (Fig. 3, left panel). Across all plots, the treatment factor contributed significantly to variation in emerged fly numbers (GLM, Wald ?2 = 6.38, p = 0.012)",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,"Experimental paper quantifying impact on model species (lowering confidence, scale?) ",Krushelnycky et al_2017,2017,"Krushelnycky PD, Ogura-Yamada CS, Kanegawa KM, Kaneshiro KY, Magnacca KN. 2017. Quantifying the effects of an invasive thief ant on the reproductive success of rare Hawaiian picture-winged flies. Biological Conservation 215: 254–259."
1093,543,Solenopsis papuana,United States,"Kauai, Hawaii, Oahu, Maui, Molokai",,,,"To test whether S. papuana had any effect on Tetragnatha abundance, richness, and diversity, we calculated the relationship between the abundance of S. papuana (ants per trap per day) where it occurred, and the diversity index, number of species, and the abundance of native Tetragnatha using regression. The only significant relationship was a negative effect between abundance of ants and the Simpson index of diversity of endemic Tetragnatha (Figure 2, F = 35.71; df= 1,4; P = 0.009). There were insufficient data to determine the relationship between ant abundance and richness and total abundance of endemic Tetragnatha.",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Gillespie & Reimer_1993,1993,"Gillespie RG, Reimer N. 1993. The effect of alien predatory ants (Hymenoptera: Formicidae) on Hawaiian endemic spiders (Araneae: Tetragnathidae). Pacific Science 47: 21–33."
940,390,Solenopsis pergandei,United States,Florida,,,,"Indications are that Solenopsis invieta is particularly aggressive to other ant species on its own Fifty species of ants representing 6 subfamilies were present in Florida soybean fields. An attempt was made to determine both the niche and im- portance of individual species. A somewhat less diverse ant fauna was found in areas heavily infested by Solenopsis invicta Buren; this species it- self was an important predator. In addition to S. invicta, S. geminata (Fabricius), S. pergandei Forel, Pheidole dentata Mayr, P. metalleseens Emery, P. morrisi Forel, Iridomyrmex pruinosus (Roger), Conomyrma pyramicus (Roger) (black form), Nylanderia sp., Paratrechina longicornis (Latreille), and Lasius neoniger Emery were observed to prey extensively on pest insects.",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Whitcomb et al_1972,1972,"Whitcomb WH, Denmark HA, Bhatkar AP, Greene GL. 1972. Preliminary studies on the ants of Florida soybean fields. The Florida Entomologist 55: 129–142."
97,90.2,Solenopsis richteri,United States,"Alabama, Florida, Georgia, Louisiana, Mississippi, South Carolina, Texas",NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,0,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,0,0,,This study did not directly measure loss/impact. Instead measured IFA mound density in 74 fields in 6 states and used past studies (by same authors) to calculate cost/impact,Banks et al_1990b,1990,"Banks WA, Adams CT, Lofgren CS, Wojcik DP. 1990b. Imported fire ant infestation of soybean fields in the southern United States. Florida Entomologist 73(3): 503-504"
476,339.2,Paratrechina longicornis,Malaysia,Penang,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The present report summarizes the preliminary findings on the species composition of household ants on Penang Island, Malaysia.... The pharaoh ant, Monomorium pharaonis was the most dominant species (41.9%). followed by the odorous house ant, Tapinoma sessille (21.2%) and the crazy ant, Paratrechina longicornis (16.6%). This concurs well with the status of pharaoh ants as the most important nuisance ant globally.""",2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Yap and Lee_1994,1994,"Yap HH, Lee CY. 1994. A preliminary study on the species composition of household ants on Penang Island, Malaysia. Journal of Bioscience 5(1 & 2): 64-66"
655,105,Solenopsis richteri,Argentina,Mar Chiquita,,,,"We found that more than 85% of the black fire ant diet is derived from marine sources, the number of intertidal foraging ants doubles in the absence of crab burrows, and that ants cause a 50% reduction in intertidal polychaetes…. Ant exclusion had a significant effect on mean number of polychaetes found in treatment areas (/^,27 = 8-04» p = 0.002), with almost twice the number of polychaetes where ants were excluded compared to the controls (Fig. 2; Tukey, p < 0.02).",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Garcia et al_2011,2011,"Garcia EA, Bertness MD, Alberti J, Silliman BR. 2011. Crab regulation of cross-ecosystem resource transfer by marine foraging fire ants. Oecologia 168: 1013–1021."
684,134,Solenopsis richteri,Argentina,Mar Chiquita,,,,"Polychaetes in soft-bottom intertidal habitats of the Mar Chiquita coastal lagoon (38° 00’ S, 57° 30’W, Argentina) are the prey of shorebirds, fishes and crabs. Based on 3 yr of field sampling, we observed that the fire ant Solenopsis richteri is another important predator of poly- chaetes (mostly Laeonereis acuta) during the summer (December to March). Ants use intertidal areas adjacent to terrestrial habitats which have well-developed soils and are characterized by inland veg- etation (i.e. pampas grasses), but appear to be excluded from habitats with the burrowing crab Chas- magnathus granulata. Ants build intertidal galleries perpendicular to the shoreline that are used to transport polychaetes to the nest. The ants attacked the polychaetes in burrows with diameters larger than their own abdomen. They selected larger polychaete sizes, attacking up to 66% of the poly- chaetes in the high intertidal. Based on our observations, and given the wide range of this species and related fire ants, we believe that this terrestrial-marine interaction between fire ants and polychaetes could be a common phenomenon.....Ant predation rates varied among days (1-way ANOVA test, F17 = 13.15, p < 0.001, Fig. 4). The maxi- mum percentage of attacked burrows was 66.7% on 20 of February 2001, a minimum of 1.8% on 24 of February and 0% on months and days without ant ac- tivity (Fig. 4). One ant gallery attacked up to 70.4 (SD = 81.28) burrows m–2 tide–1.... This study shows that the fire ant Solenopsis richteri is an important episodic intertidal predator at our study site, since ants are consistently found preying on poly- chaetes during the summer. ",2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,Palomo et al_2003,2003,"Palomo G, Martinetto P, Perez C, Iribarne O. 2003. Ant predation on intertidal polychaetes in a SW atlantic estuary. Marine Ecology Progress Series 253: 165–173."
1155,605,Solenopsis richteri,United States,California / Los Angeles,,,,Predation of ticks in non-treated areas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,REVIEW (Holway et al_2002),Harris & Burns_1972,1972,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
1159,609,Solenopsis richteri,United States,Texas,,,,Mortality of pipping eggs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,REVIEW (Holway et al_2002),Johnson_1961,1961,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
477,339.3,Tapinoma sessile,Malaysia,Penang,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The present report summarizes the preliminary findings on the species composition of household ants on Penang Island, Malaysia.... The pharaoh ant, Monomorium pharaonis was the most dominant species (41.9%). followed by the odorous house ant, Tapinoma sessille (21.2%) and the crazy ant, Paratrechina longicornis (16.6%). This concurs well with the status of pharaoh ants as the most important nuisance ant globally.""",2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Yap and Lee_1994,1994,"Yap HH, Lee CY. 1994. A preliminary study on the species composition of household ants on Penang Island, Malaysia. Journal of Bioscience 5(1 & 2): 64-66"
528,380,Oecophylla smaragdina,India,Tamil Nadu,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The present study aims to isolate and characterize bacteria from the gut of the workers of the red weaver ant, Oecophylla smaragdina. The red weaver ants collected from urban and rural areas located in and around Madurai City.... Three bacterial isolates (RH1- Bacillus sp.1, RH2-Bacillus sp.2 and RH3-Bacillus sp.3) from rural and three (UH1-Bacillus sp.1, UH2-Klebsiella sp. (UH2) and UH3-Bacillus sp.2.) from urban habitats were identified based on their morphological and biochemical features. The Klebsiella spp., a pathogenic bacteria carried by the red weaver ant, Oecophylla smaragdina in its gut could be a source of infections in the urban environment. """,1,3,Indoor (Pathogen),NI,0,NI,0,1,1,,,Rajagopal et al_2019,2019,"Rajagopal T, Singam P, Kulandaivel S, Selvarani S, Sevarkodiyone S, Ponmanickam P. 2019. The red weaver ant, Oecophylla smaragdina as vectors of bacteria in urban environments. International Journal of Entomology Research 4(1): 46-49"
453,321.1,Paratrechina longicornis,Brazil,São Paulo,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The present study evaluated the bacteria transported by ants in hospital environments and the antimicrobial resistance of species isolated from these insects. Samples of ants were aseptically collected in different sectors of Hospital de Cli?nicas I and II and Hemocentro of Faculdade de Medicina de Mari?lia (Sa?o Paulo, Brazil). We also collected samples of ants from a household.... In all samples gram positive bacilli were isolated. Gram negative bacilli were isolated in 62.5% of the samples, being Klebsiella pneumoniae, Klebsiella ozaenae and Escherichia coli. Considering the sectors evaluated, the ward nursing was an important place, because multiresistant Klebsiella pneumoniae were isolated there.""",2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Tanaka et al_2007_in Portuguese,2007,"Tanaka II, Viggiani AMFS, Person OC. 2007. Bacteria carried by ants in a hospital environment. Arquivos Médicos do ABC 32(2): 60-63 (in Portuguese)"
454,321.2,Tapinoma melanocephalum,Brazil,São Paulo,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The present study evaluated the bacteria transported by ants in hospital environments and the antimicrobial resistance of species isolated from these insects. Samples of ants were aseptically collected in different sectors of Hospital de Cli?nicas I and II and Hemocentro of Faculdade de Medicina de Mari?lia (Sa?o Paulo, Brazil). We also collected samples of ants from a household.... In all samples gram positive bacilli were isolated. Gram negative bacilli were isolated in 62.5% of the samples, being Klebsiella pneumoniae, Klebsiella ozaenae and Escherichia coli. Considering the sectors evaluated, the ward nursing was an important place, because multiresistant Klebsiella pneumoniae were isolated there.""",2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Tanaka et al_2007_in Portuguese,2007,"Tanaka II, Viggiani AMFS, Person OC. 2007. Bacteria carried by ants in a hospital environment. Arquivos Médicos do ABC 32(2): 60-63 (in Portuguese)"
336,259,Tapinoma melanocephalum,South Korea,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The present study examined the occurrence of the species in urban homes in Korea. During the period of September 2014 to January 2016, T. melanocephalum workers were collected from 58 homes at 29 different localities using bait traps with 10% sugar solution. The species was widely distributed throughout urban homes at 29 different localities...""",2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Lee et al_2017,2017,"Lee IY, Park SJ, Seo JH, Sim S, Kin JH, Gwon YG, Yong TS. 2017. Indoor occurrence of the ghost ant Tapinoma melanocephalum (Hymenoptera: Formicidae) in urban homes in Korea. Korean Journal of Parasitology 55(2): 225-228"
518,373,Brachymyrmex patagonicus,United States,Texas,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The results of the current study indicated that B. patagonicus are potential vectors of E. coli and are of medical concern particularly in hospitals and other sensitive accounts. In these studies B. patagonicus foragers transferred E. coli for at least 2.0 m.""",1,3,Indoor (Pathogen),NI,0,NI,0,1,1,,laboratory based,Keefer_2016,2016,"Keefer TC. 2016. Biology, diet preferences, and control of the dark rover ant Brachymyrmex patagonicus (Hymenoptera: Formicidae) in Texas. PhD thesis, Texas A&M University"
359,265,Monomorium pharaonis,Switzerland,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The survey conducted in 2004 was answered by eight companies. Five of them thought that the number of infestations has increased in the past few years…. The smaller companies gave us 33 addresses of buildings they knew were infested… In Switzerland mainly apartment buildings are infested. There were only few cases with a shop, bar or a small bakery on the ground floor of an apartment building. We know of one health centre and one shopping mall. Only five infested hotels have been reported. """,2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Luescher et al_2008,2008,"Luescher IL, Schmidt M, Mueller G. 2008. Measures by Zurich, Switzerland, to eradicate pharaoh ants and to instruct people on the use of household insecticides. In: Proceedings of the Sixth International Conference on Urban Pests (eds Robinson WH, Bajomi D) pp 225-230, April 13-16"
337,260.1,Anoplolepis gracilipes,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
338,260.2,Camponotus variegatus,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
1036,486,Solenopsis saevissima,United States,Alabama,,,,"Except in one pond, the extent of the more than 50 fish kills investigated during 1960, 1961, and 1963 did not appear great enough to affect the fish populations adversely.",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Crance_1965,1965,Crance JH. 1965. Fish kills in Alabama ponds after swarms of the imported fire ant. The Progressive Fish-Culturist 27: 91–94.
1063,513,Solenopsis saevissima,United States,Mississippi,,,,...present findings indicate that ingested fire ants rarely cause fish mortality. Reports to the contrary must involve conditions other than those operative in the above field tests,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Ferguson_1961,1961,Ferguson DE. 1961. Fish feeding on imported fire ants. The Journal of Wildlife Management 26: 206–207.
339,260.3,Monomorium pharaonis,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
